Game,Date,VOD,Game Moddée,Nombre de joueurs,Nombre de loups,Rôle Traître,Rôle Amoureux,Rôles solo,Camp victorieux,Type de victoire,Nombre de journées,Survivants villageois,Survivants loups (traître inclus),Survivants amoureux,Survivants solo,Liste des gagnants,Récolte,Total récolte,Pourcentage de récolte,Liste des joueurs
362,01/04/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,3,5,2,FALSE,,"Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Fukano, Anaee, Arkantors",2615,2600,"100,58%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee, Kao, Arkantors"
363,01/04/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,4,1,FALSE,,"Ponce, BoccA, Khalen, Tsuna, Baout, ClydeCreator, Fukano, Bytell, Anaee, Arkantors",2600,2600,"100,00%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee, Kao, Arkantors"
364,01/04/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,7,0,FALSE,Idiot du Village,"Ponce, Lutti, Miraaaaaah, Tsuna, Monodie, Baout, Fukano, Bytell, Anaee, Kao",1900,3000,"63,33%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee, Kao, Arkantors"
365,01/04/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,6,3,0,TRUE,,"Ponce, Lutti, BoccA, Miraaaaaah, Monodie, Baout, ClydeCreator, Fukano, Anaee, Kao",3005,3000,"100,17%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee, Kao, Arkantors"
366,01/04/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Tir du Chasseur,3,5,0,FALSE,,"Ponce, Lutti, BoccA, Mathy, Khalen, Fukano, Bytell, Anaee, Kao, Arkantors",1635,3000,"54,50%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee, Kao, Arkantors"
367,01/04/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,6,0,FALSE,,"Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Tsuna, Monodie, Baout, Bytell, Anaee",2090,3000,"69,67%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee, Kao, Arkantors"
368,01/04/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Amoureux entretués,4,2,0,FALSE,,"Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Monodie, Baout, ClydeCreator, Anaee, Kao",2965,3000,"98,83%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee, Kao, Arkantors"
369,01/04/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,2,2,2,FALSE,,"BoccA, Arkantors",1375,3000,"45,83%","Ponce, Lutti, BoccA, Miraaaaaah, Mathy, Khalen, Tsuna, Monodie, Baout, ClydeCreator, Fukano, Bytell, Anaee, Kao, Arkantors"
370,11/04/2025,lien,TRUE,12,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,4,4,0,FALSE,,"Lutti, Khalen, BoccA, Bytell, Fukano, Zarcross, Baout",2070,2400,"86,25%","Ponce, Lutti, Khalen, BoccA, Mathy, Bytell, Tsuna, Fukano, Zarcross, ClydeCreator, Baout, Miraaaaaah"
371,11/04/2025,lien,TRUE,12,2,FALSE,TRUE,Idiot du Village,Loups,Domination,3,0,2,FALSE,Idiot du Village,"Khalen, Mathy",1255,2400,"52,29%","Ponce, Lutti, Khalen, BoccA, Mathy, Bytell, Tsuna, Fukano, Zarcross, ClydeCreator, Baout, Miraaaaaah"
372,11/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,5,0,TRUE,,"Ponce, Khalen, Mathy, Bytell, Tsuna, Zarcross, Baout, Miraaaaaah, Heimdalle",2400,2400,"100,00%","Ponce, Lutti, Khalen, BoccA, Mathy, Bytell, Tsuna, Fukano, Zarcross, ClydeCreator, Baout, Miraaaaaah, Noamouille, Heimdalle"
373,11/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Tir du Chasseur,3,4,0,FALSE,,"Khalen, BoccA, Bytell, Tsuna, Zarcross, ClydeCreator, Baout, Miraaaaaah, Heimdalle",1475,2800,"52,68%","Ponce, Lutti, Khalen, BoccA, Mathy, Bytell, Tsuna, Fukano, Zarcross, ClydeCreator, Baout, Miraaaaaah, Noamouille, Heimdalle"
374,11/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,4,2,0,FALSE,Idiot du Village,"Ponce, Lutti, Khalen, BoccA, Fukano, ClydeCreator, Baout, Miraaaaaah, Noamouille",1915,2800,"68,39%","Ponce, Lutti, Khalen, BoccA, Mathy, Bytell, Tsuna, Fukano, Zarcross, ClydeCreator, Baout, Miraaaaaah, Noamouille, Heimdalle"
375,11/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Tir du Chasseur,4,2,0,FALSE,Idiot du Village,"Lutti, Fukano, Bytell, Heimdalle, BoccA, Mathy, Noamouille, Miraaaaaah, Baout",1970,2800,"70,36%","Ponce, Lutti, Khalen, Fukano, Bytell, Heimdalle, BoccA, Mathy, Noamouille, Zarcross, Miraaaaaah, Tsuna, ClydeCreator, Baout"
376,11/04/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Amoureux,Domination,5,0,1,TRUE,Idiot du Village,"Noamouille, Lutti",2210,2800,"78,93%","Ponce, Lutti, Khalen, Fukano, Bytell, BoccA, Mathy, Noamouille, Zarcross, Miraaaaaah, Tsuna, ClydeCreator, Baout"
377,11/04/2025,lien,TRUE,12,2,FALSE,TRUE,Idiot du Village,Loups,Domination,2,1,1,FALSE,,"Zarcross, Baout",860,2800,"30,71%","Ponce, Lutti, Khalen, Fukano, BoccA, Mathy, Noamouille, Zarcross, Miraaaaaah, Tsuna, ClydeCreator, Baout"
378,11/04/2025,lien,TRUE,12,2,TRUE,FALSE,Idiot du Village,Villageois,Votes,4,3,1,FALSE,,"Ponce, Lutti, Fukano, BoccA, Mathy, Noamouille, Zarcross, ClydeCreator",2225,2800,"79,46%","Ponce, Lutti, Khalen, Fukano, BoccA, Mathy, Noamouille, Zarcross, Miraaaaaah, Tsuna, ClydeCreator, Baout"
379,11/04/2025,lien,TRUE,13,2,TRUE,FALSE,Idiot du Village,Loups,Domination,1,1,3,FALSE,Idiot du Village,"Noamouille, Zarcross, Ponce",450,2800,"16,07%","Ponce, Lutti, Khalen, Fukano, BoccA, Mathy, Noamouille, Zarcross, Miraaaaaah, Tsuna, ClydeCreator, Baout, Heimdalle"
380,11/04/2025,lien,TRUE,13,2,TRUE,FALSE,Idiot du Village,Villageois,Votes,3,3,1,FALSE,Idiot du Village,"Lutti, Fukano, BoccA, Mathy, Noamouille, Miraaaaaah, ClydeCreator, Baout, Heimdalle",1945,2800,"69,46%","Ponce, Lutti, Khalen, Fukano, BoccA, Mathy, Noamouille, Zarcross, Miraaaaaah, Tsuna, ClydeCreator, Baout, Heimdalle"
381,22/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,4,1,FALSE,,"Arkantors, Monodie, Bytell, Baout, Tsuna, Flonflon, Zarcross, Shaunz, Anaee",2810,2800,"100,36%","Ponce, Arkantors, Fukano, Monodie, Mathy, Bytell, Baout, ClydeCreator, Tsuna, Flonflon, Zarcross, Lutti, Shaunz, Anaee"
382,22/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Loups,Domination,4,2,2,TRUE,,"Ponce, Anaee",2160,3000,"72,00%","Ponce, Arkantors, Fukano, Monodie, Mathy, Bytell, Baout, ClydeCreator, Tsuna, Flonflon, Zarcross, Lutti, Shaunz, Anaee"
383,22/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,2,0,FALSE,Idiot du Village,"Ponce, Fukano, Bytell, Baout, ClydeCreator, Tsuna, Zarcross, Shaunz, Anaee",1510,3000,"50,33%","Ponce, Arkantors, Fukano, Monodie, Mathy, Bytell, Baout, ClydeCreator, Tsuna, Zarcross, Lutti, Shaunz, Anaee, Brybry"
384,22/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Mort de faim,5,3,0,FALSE,Idiot du Village,"Ponce, Arkantors, Monodie, Mathy, Baout, ClydeCreator, Tsuna, Anaee, Brybry",2730,3000,"91,00%","Ponce, Arkantors, Fukano, Monodie, Mathy, Bytell, Baout, ClydeCreator, Tsuna, Zarcross, Lutti, Shaunz, Anaee, Brybry"
385,22/04/2025,lien,TRUE,14,3,FALSE,FALSE,"Cannibale, Espion",Loups,Domination,4,1,2,FALSE,"Cannibale, Espion","Ponce, Fukano, Mathy",2565,3000,"85,50%","Ponce, Arkantors, Fukano, Monodie, Mathy, Bytell, Baout, ClydeCreator, Tsuna, Zarcross, Lutti, Anaee, Brybry, Noamouille"
386,22/04/2025,lien,TRUE,14,2,FALSE,FALSE,"Cannibale, Espion",Villageois,Votes,3,4,0,FALSE,Espion,"Ponce, Arkantors, Fukano, Monodie, Bytell, ClydeCreator, Tsuna, Zarcross, Brybry, Noamouille",1205,3000,"40,17%","Ponce, Arkantors, Fukano, Monodie, Mathy, Bytell, Baout, ClydeCreator, Tsuna, Zarcross, Lutti, Anaee, Brybry, Noamouille"
387,22/04/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,2,3,0,FALSE,,"Ponce, Arkantors, Fukano, Monodie, Bytell, Tsuna, Zarcross, Anaee, Noamouille",1135,3000,"37,83%","Ponce, Arkantors, Fukano, Monodie, Mathy, Bytell, Baout, ClydeCreator, Tsuna, Zarcross, Lutti, Anaee, Brybry, Noamouille"
388,22/04/2025,lien,TRUE,14,2,FALSE,FALSE,Idiot du Village,Loups,Votes,4,2,2,FALSE,,"Mathy, Bytell",2210,3000,"73,67%","Ponce, Arkantors, Fukano, Monodie, Mathy, Bytell, Baout, ClydeCreator, Tsuna, Zarcross, Lutti, Anaee, Brybry, Noamouille"
389,22/04/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Loups,Domination,5,1,1,FALSE,,"Tsuna, Brybry",2900,3000,"96,67%","Ponce, Arkantors, Fukano, Monodie, Mathy, Baout, ClydeCreator, Tsuna, Zarcross, Lutti, Anaee, Brybry, Noamouille"
390,22/04/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,4,4,0,FALSE,,"Fukano, Monodie, Mathy, ClydeCreator, Tsuna, Zarcross, Lutti, Noamouille",2040,3000,"68,00%","Ponce, Arkantors, Fukano, Monodie, Mathy, Baout, ClydeCreator, Tsuna, Zarcross, Lutti, Anaee, Brybry, Noamouille"
391,01/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,3,0,FALSE,,"Tsuna, Arkantors, CHLOE, RomainJacques, Kao, Shaunz, DevGirl_, Flonflon, Bytell, Kyria",1570,2400,"65,42%","Ponce, Tsuna, Arkantors, Fukano, Brybry, CHLOE, Aayley, RomainJacques, Kao, Shaunz, DevGirl_, Lutti, Flonflon, Bytell, Kyria"
392,01/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,4,0,FALSE,Idiot du Village,"Ponce, Tsuna, Arkantors, Fukano, CHLOE, RomainJacques, Shaunz, Lutti, Flonflon, Bytell",1525,2400,"63,54%","Ponce, Tsuna, Arkantors, Fukano, Brybry, CHLOE, Aayley, RomainJacques, Kao, Shaunz, DevGirl_, Lutti, Flonflon, Bytell, Kyria"
393,01/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,3,0,1,FALSE,,"Kao, DevGirl_",1730,2400,"72,08%","Ponce, Tsuna, Arkantors, Fukano, Brybry, CHLOE, Aayley, RomainJacques, Kao, Shaunz, DevGirl_, Lutti, Flonflon, Bytell, Kyria"
394,01/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,5,3,2,FALSE,Idiot du Village,"Tsuna, Fukano, CHLOE, Aayley, RomainJacques, Kao, DevGirl_, Lutti, Bytell, Kyria",2415,2400,"100,63%","Ponce, Tsuna, Arkantors, Fukano, Brybry, CHLOE, Aayley, RomainJacques, Kao, Shaunz, DevGirl_, Lutti, Flonflon, Bytell, Kyria"
395,01/05/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,5,0,FALSE,,"Ponce, Arkantors, Fukano, Brybry, RomainJacques, DevGirl_, Lutti, Kyria",1370,2400,"57,08%","Ponce, Tsuna, Arkantors, Fukano, Brybry, CHLOE, Aayley, RomainJacques, DevGirl_, Lutti, Flonflon, Bytell, Kyria"
396,01/05/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,5,5,1,FALSE,,"Ponce, Tsuna, Brybry, DevGirl_, Lutti, Flonflon, Bytell, Kyria",2410,2400,"100,42%","Ponce, Tsuna, Arkantors, Fukano, Brybry, CHLOE, Aayley, RomainJacques, DevGirl_, Lutti, Flonflon, Bytell, Kyria"
397,01/05/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Loups,Votes,4,2,2,FALSE,,"Bytell, Tsuna",2250,2400,"93,75%","Ponce, Tsuna, Arkantors, Fukano, Brybry, CHLOE, Aayley, RomainJacques, DevGirl_, Lutti, Flonflon, Bytell, Kyria"
398,13/05/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Loups,Domination,3,2,2,FALSE,,"Fukano, Tsuna",1510,2800,"53,93%","Ponce, Lutti, Kao, Fukano, CHLOE, Mathy, Monodie, BoccA, Tsuna, Bytell, Flonflon, Yoona, Zarcross"
399,13/05/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,2,5,2,FALSE,,Bytell,1090,2800,"38,93%","Ponce, Lutti, Kao, Fukano, CHLOE, Mathy, Monodie, BoccA, Tsuna, Bytell, Flonflon, Yoona, Zarcross, ClydeCreator"
400,13/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,2,6,0,FALSE,,"Lutti, Monodie, Brybry, Yoona, Bytell, Fukano, Zarcross, BoccA, Mathy, CHLOE",940,2800,"33,57%","Ponce, Lutti, Monodie, Brybry, Yoona, Bytell, Fukano, Flonflon, Kao, Zarcross, BoccA, Tsuna, Mathy, CHLOE, ClydeCreator"
401,13/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,4,0,2,FALSE,,"Ponce, Fukano",1950,2800,"69,64%","Ponce, Lutti, Monodie, Brybry, Yoona, Bytell, Fukano, Flonflon, Kao, Zarcross, BoccA, Tsuna, Mathy, CHLOE, ClydeCreator"
402,13/05/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Loups,Domination,3,1,1,FALSE,,"Zarcross, Tsuna",1440,2800,"51,43%","Ponce, Lutti, Monodie, Brybry, Yoona, Bytell, Fukano, Flonflon, Zarcross, BoccA, Tsuna, Mathy, CHLOE, ClydeCreator"
403,13/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,3,0,FALSE,,"Monodie, Brybry, Yoona, Bytell, Fukano, Flonflon, Zarcross, BoccA, ClydeCreator, Craco",1305,2800,"46,61%","Ponce, Lutti, Monodie, Brybry, Yoona, Bytell, Fukano, Flonflon, Zarcross, BoccA, Tsuna, Mathy, CHLOE, ClydeCreator, Craco"
404,13/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,5,5,1,FALSE,,"Lutti, Monodie, Brybry, Bytell, Fukano, Flonflon, Zarcross, BoccA, Tsuna, CHLOE",2845,2800,"101,61%","Ponce, Lutti, Monodie, Brybry, Yoona, Bytell, Fukano, Flonflon, Zarcross, BoccA, Tsuna, Mathy, CHLOE, ClydeCreator, Craco"
405,13/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Tir du Chasseur,5,3,0,FALSE,,"Ponce, Lutti, Monodie, Brybry, Yoona, Flonflon, Zarcross, BoccA, Tsuna, Mathy",1920,2800,"68,57%","Ponce, Lutti, Monodie, Brybry, Yoona, Bytell, Fukano, Flonflon, Zarcross, BoccA, Tsuna, Mathy, CHLOE, ClydeCreator, Craco"
406,13/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Tir du Chasseur,5,6,0,FALSE,,"Ponce, Lutti, Monodie, Brybry, Fukano, Zarcross, BoccA, Tsuna, CHLOE, Craco",2530,2800,"90,36%","Ponce, Lutti, Monodie, Brybry, Yoona, Bytell, Fukano, Flonflon, Zarcross, BoccA, Tsuna, Mathy, CHLOE, ClydeCreator, Craco"
407,13/05/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Idiot du Village,Votes,2,3,1,FALSE,,Lutti,730,2800,"26,07%","Ponce, Lutti, Monodie, Brybry, Bytell, Fukano, BoccA, Tsuna, Mathy, ClydeCreator, Craco"
408,13/05/2025,lien,TRUE,11,2,FALSE,FALSE,Idiot du Village,Villageois,Votes,6,1,0,FALSE,Idiot du Village,"Ponce, Lutti, Monodie, Bytell, Fukano, BoccA, Mathy, ClydeCreator",2050,2800,"73,21%","Ponce, Lutti, Monodie, Brybry, Bytell, Fukano, BoccA, Tsuna, Mathy, ClydeCreator, Craco"
409,27/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,5,2,2,FALSE,Idiot du Village,"Ponce, Tsuna, Anaee, Monodie, Mathy, RomainJacques, Bytell, ClydeCreator, DevGirl_, CHLOE",2405,2400,"100,21%","Ponce, Tsuna, Arkantors, Anaee, Monodie, Baout, Mathy, BoccA, Zarcross, RomainJacques, Flonflon, Bytell, ClydeCreator, DevGirl_, CHLOE"
410,27/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,5,2,TRUE,,"Ponce, Arkantors, Baout, Zarcross, RomainJacques, Flonflon, Bytell, ClydeCreator, DevGirl_, CHLOE",2400,2400,"100,00%","Ponce, Tsuna, Arkantors, Anaee, Monodie, Baout, Mathy, BoccA, Zarcross, RomainJacques, Flonflon, Bytell, ClydeCreator, DevGirl_, CHLOE"
411,27/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,2,6,0,FALSE,Idiot du Village,"Ponce, Tsuna, Anaee, Monodie, Baout, BoccA, Zarcross, Flonflon, Bytell, ClydeCreator",1185,3000,"39,50%","Ponce, Tsuna, Arkantors, Anaee, Monodie, Baout, Mathy, BoccA, Zarcross, RomainJacques, Flonflon, Bytell, ClydeCreator, DevGirl_, CHLOE"
412,27/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,5,2,0,FALSE,,"Ponce, Anaee, Monodie, Baout, Mathy, RomainJacques, Bytell, ClydeCreator, DevGirl_, CHLOE",2930,3000,"97,67%","Ponce, Tsuna, Arkantors, Anaee, Monodie, Baout, Mathy, BoccA, Zarcross, RomainJacques, Flonflon, Bytell, ClydeCreator, DevGirl_, CHLOE"
413,27/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Loups,Domination,4,1,2,FALSE,Idiot du Village,"Arkantors, Flonflon",2065,3000,"68,83%","Ponce, Tsuna, Arkantors, Anaee, Monodie, Baout, Mathy, BoccA, Zarcross, RomainJacques, Flonflon, Bytell, ClydeCreator, DevGirl_, CHLOE"
414,27/05/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,2,3,1,FALSE,,BoccA,1515,3000,"50,50%","Ponce, Tsuna, Arkantors, Anaee, Monodie, Baout, Mathy, BoccA, Zarcross, RomainJacques, Flonflon, Bytell, ClydeCreator, DevGirl_, Lutti"
415,27/05/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,3,1,FALSE,,"Tsuna, Arkantors, Anaee, Monodie, Baout, Mathy, Zarcross, Flonflon, ClydeCreator",3015,3000,"100,50%","Ponce, Tsuna, Arkantors, Anaee, Monodie, Baout, Mathy, BoccA, Zarcross, Flonflon, Bytell, ClydeCreator, DevGirl_, Lutti"
416,27/05/2025,lien,TRUE,12,2,FALSE,TRUE,Idiot du Village,Loups,Domination,3,1,2,FALSE,,"Mathy, Zarcross",1745,3000,"58,17%","Ponce, Tsuna, Anaee, Baout, Mathy, BoccA, Zarcross, Flonflon, Bytell, ClydeCreator, DevGirl_, Lutti"
417,19/06/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,5,5,0,FALSE,Idiot du Village,"Ponce, Lutti, Arkantors, Monodie, Fukano, Tsuna, Brybry, Kyria",2640,2800,"94,29%","Ponce, Lutti, Arkantors, Flonflon, Monodie, RomainJacques, Fukano, Tsuna, Bytell, Brybry, Khalen, Kyria, Yoona"
418,19/06/2025,lien,TRUE,12,2,FALSE,TRUE,Idiot du Village,Villageois,Vengeance,3,4,0,FALSE,,"Ponce, Monodie, RomainJacques, Fukano, Tsuna, Brybry, Khalen, Yoona",965,2800,"34,46%","Ponce, Lutti, Arkantors, Flonflon, Monodie, RomainJacques, Fukano, Tsuna, Bytell, Khalen, Kyria, Yoona"
419,19/06/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,5,0,FALSE,Idiot du Village,"Ponce, Lutti, Tsuna, Bytell, Brybry, Khalen, Kyria, Yoona",1510,2800,"53,93%","Ponce, Lutti, Arkantors, Flonflon, Monodie, RomainJacques, Fukano, Tsuna, Bytell, Brybry, Khalen, Kyria, Yoona"
420,19/06/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,4,5,0,FALSE,Idiot du Village,"Arkantors, Monodie, Fukano, Tsuna, Bytell, Khalen, Kyria, Yoona",2120,2800,"75,71%","Ponce, Lutti, Arkantors, Flonflon, Monodie, RomainJacques, Fukano, Tsuna, Bytell, Brybry, Khalen, Kyria, Yoona"
421,19/06/2025,lien,TRUE,13,2,,TRUE,Idiot du Village,Loups,Avatar tué,2,4,2,FALSE,Idiot du Village,"Yoona, Flonflon",1175,2800,"41,96%","Ponce, Lutti, Arkantors, Flonflon, Monodie, RomainJacques, Fukano, Tsuna, Bytell, Brybry, Khalen, Kyria, Yoona"
422,19/06/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Amoureux,Domination,4,2,0,TRUE,,"Yoona, Monodie",1745,2800,"62,32%","Ponce, Lutti, Arkantors, Flonflon, Monodie, RomainJacques, Fukano, Tsuna, Bytell, Brybry, Khalen, Kyria, Yoona"
423,19/06/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Loups,Avatar tué,2,6,2,TRUE,Idiot du Village,"Yoona, Tsuna",1065,2800,"38,04%","Ponce, Lutti, Arkantors, Flonflon, Monodie, RomainJacques, Fukano, Tsuna, Bytell, Brybry, Khalen, Kyria, Yoona"
424,19/06/2025,lien,TRUE,13,2,FALSE,TRUE,Idiot du Village,Loups,Domination,2,1,2,FALSE,,"Kyria, Bytell",1050,2800,"37,50%","Ponce, Lutti, Arkantors, Flonflon, Monodie, RomainJacques, Fukano, Tsuna, Bytell, Brybry, Khalen, Kyria, Yoona"
425,24/06/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,1,9,2,TRUE,,Lutti,525,2800,"18,75%","Ponce, Lutti, Kao, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna"
426,24/06/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Loups,Domination,3,1,2,FALSE,Idiot du Village,"Lutti, Arkantors",1570,2800,"56,07%","Ponce, Lutti, Kao, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna"
427,24/06/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,2,7,0,FALSE,,"Ponce, Lutti, Anaee, Khalen, Monodie, Miraaaaaah, RomainJacques, Bytell, Arkantors, Tsuna",1110,2800,"39,64%","Ponce, Lutti, Kao, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna, Mickalow"
428,24/06/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,3,2,0,FALSE,Idiot du Village,"Ponce, Kao, Anaee, Khalen, Tone, Mathy, Flonflon, Bytell, Arkantors, Tsuna",1645,2800,"58,75%","Ponce, Lutti, Kao, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna, Mickalow"
429,24/06/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Amoureux,Votes,3,2,0,TRUE,,"Arkantors, Mickalow",1640,2800,"58,57%","Ponce, Lutti, Kao, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna, Mickalow"
430,24/06/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,4,4,1,FALSE,,"Lutti, Kao, Anaee, Khalen, Monodie, RomainJacques, Bytell, Arkantors, Tsuna, Mickalow",2820,2800,"100,71%","Ponce, Lutti, Kao, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna, Mickalow"
431,24/06/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Idiot du Village,Votes,3,7,1,FALSE,,Arkantors,1625,2800,"58,04%","Ponce, Lutti, Kao, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna, Mickalow"
432,24/06/2025,lien,TRUE,15,2,FALSE,TRUE,Idiot du Village,Amoureux,Votes,2,1,1,TRUE,,"Monodie, Tone",1030,2800,"36,79%","Ponce, Lutti, Kao, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna, Mickalow"
433,24/06/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Récolte,5,3,1,FALSE,,"Khalen, Tone, Miraaaaaah, Mathy, RomainJacques, Bytell, Arkantors, Tsuna, Mickalow",2800,2800,"100,00%","Ponce, Lutti, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna, Mickalow"
434,24/06/2025,lien,TRUE,14,2,FALSE,TRUE,Idiot du Village,Villageois,Votes,4,7,0,FALSE,,"Ponce, Lutti, Anaee, Khalen, Monodie, Miraaaaaah, Arkantors, Tsuna, Mickalow",2410,2800,"86,07%","Ponce, Lutti, Anaee, Khalen, Monodie, Tone, Miraaaaaah, Mathy, RomainJacques, Flonflon, Bytell, Arkantors, Tsuna, Mickalow"
